time,open,high,low,close,tick_volume,spread,real_volume
1993-04-28,1.7610999999999999,1.7707000000000002,1.7574,1.766,2171,50,0
1993-04-29,1.7675,1.7732999999999999,1.7635,1.7638,1591,50,0
1993-04-30,1.7629000000000001,1.7699,1.7605,1.7661,1561,50,0
1993-05-03,1.7667000000000002,1.7725,1.7626,1.768,1851,50,0
1993-05-04,1.7673999999999999,1.7706,1.7617,1.7644,1481,50,0
1993-05-05,1.7642,1.7669000000000001,1.7534999999999998,1.7553,1791,50,0
1993-05-06,1.7553,1.7610000000000001,1.7546,1.7555,1261,50,0
1993-05-07,1.755,1.7665,1.7534999999999998,1.7635999999999998,1741,50,0
1993-05-10,1.7649,1.7755999999999998,1.76,1.7731,2301,50,0
1993-05-11,1.7734999999999999,1.7770000000000001,1.7689,1.772,1471,50,0
1993-05-12,1.7718,1.7787,1.7708,1.7762,1141,50,0
1993-05-13,1.7728000000000002,1.7759,1.7635,1.7681,2011,50,0
1993-05-14,1.7683,1.7728000000000002,1.7659,1.7675,1301,50,0
1993-05-17,1.7723,1.7801,1.7657,1.7755,2561,50,0
1993-05-18,1.7752,1.7825,1.774,1.7810000000000001,1121,50,0
1993-05-19,1.7824,1.7833999999999999,1.7737,1.7747000000000002,1171,50,0
1993-05-20,1.7765,1.7776,1.771,1.7743,1101,50,0
1993-05-21,1.7759,1.7762,1.7638,1.7664,1531,50,0
1993-05-24,1.77,1.77,1.7539,1.7569,1911,50,0
1993-05-25,1.7569,1.7604,1.7478,1.7498,1811,50,0
1993-05-26,1.7502,1.7546,1.7448000000000001,1.7479,1731,50,0
1993-05-27,1.7475,1.7513,1.7408000000000001,1.7448000000000001,1831,50,0
1993-05-28,1.7448000000000001,1.7526000000000002,1.7421,1.7477,1811,50,0
1993-05-31,1.7479,1.7501,1.746,1.748,811,50,0
1993-06-01,1.7471,1.7523,1.745,1.7494,1231,50,0
1993-06-02,1.7497,1.7545,1.7396,1.7414,2151,50,0
1993-06-03,1.7419,1.751,1.7381,1.7485,1921,50,0
1993-06-04,1.7488000000000001,1.7612,1.7443,1.76,2261,50,0
1993-06-07,1.7593999999999999,1.7604,1.7544,1.7561,871,50,0
1993-06-08,1.7553999999999998,1.7603,1.7486000000000002,1.7581,2071,50,0
1993-06-09,1.758,1.7638,1.7505,1.7604,2421,50,0
1993-06-10,1.7601,1.7607,1.7534999999999998,1.7539,821,50,0
1993-06-11,1.7541,1.7561,1.7445,1.7467000000000001,1581,50,0
1993-06-14,1.7471,1.7492999999999999,1.7401,1.7469000000000001,1821,50,0
1993-06-15,1.7469000000000001,1.7511999999999999,1.7429000000000001,1.7481,1541,50,0
1993-06-16,1.7466,1.756,1.7449,1.7522,1661,50,0
1993-06-17,1.7511999999999999,1.7553,1.7445,1.7468,1721,50,0
1993-06-18,1.746,1.7504,1.7412999999999998,1.7463,1791,50,0
1993-06-21,1.7468,1.7471999999999999,1.7359,1.7401,1591,50,0
1993-06-22,1.7401,1.7534999999999998,1.7353,1.7423,3421,50,0
1993-06-23,1.7412,1.7457,1.7368000000000001,1.7389000000000001,1551,50,0
1993-06-24,1.7405,1.7419,1.7324000000000002,1.7363,1481,50,0
1993-06-25,1.7361,1.7393999999999998,1.7318,1.7363,1501,50,0
1993-06-28,1.7354,1.7372999999999998,1.7281,1.7358,1801,50,0
1993-06-29,1.7354,1.7396,1.7317,1.7354,1581,50,0
1993-06-30,1.7349999999999999,1.7389000000000001,1.7294,1.733,1701,50,0
1993-07-01,1.7323,1.7465000000000002,1.7323,1.7442,1651,50,0
1993-07-02,1.7425000000000002,1.7452,1.7367,1.7409,1541,50,0
1993-07-05,1.7395,1.7458,1.7385000000000002,1.7452,891,50,0
1993-07-06,1.7439,1.7461,1.7328999999999999,1.7361,1861,50,0
1993-07-07,1.7365,1.7377,1.7306,1.7330999999999999,1081,50,0
1993-07-08,1.7335,1.7431999999999999,1.7294,1.7402,2091,50,0
1993-07-09,1.7365,1.7437,1.7359,1.7389000000000001,1321,50,0
1993-07-12,1.7419,1.7419,1.7268,1.7268,1511,50,0
1993-07-13,1.7269,1.7314,1.7248,1.728,1211,50,0
1993-07-14,1.7281,1.7288000000000001,1.7194,1.7217,1241,50,0
1993-07-15,1.7210999999999999,1.7252,1.7168,1.7226,1531,50,0
1993-07-16,1.7226,1.724,1.7142,1.7145000000000001,1151,50,0
1993-07-19,1.7187999999999999,1.7231999999999998,1.7163,1.7231999999999998,941,50,0
1993-07-20,1.7242,1.7265000000000001,1.7151999999999998,1.7233,2171,50,0
1993-07-21,1.7237,1.732,1.722,1.7278,1591,50,0
1993-07-22,1.7292,1.7297,1.7179,1.7263,2071,50,0
1993-07-23,1.7252,1.7313,1.7204000000000002,1.7259,2111,50,0
1993-07-26,1.7290999999999999,1.7295,1.7164000000000001,1.7236,2071,50,0
1993-07-27,1.7241,1.7275,1.7202,1.7225000000000001,1301,50,0
1993-07-28,1.7221,1.7266,1.7170999999999998,1.7208,1771,50,0
1993-07-29,1.7237,1.7241,1.7130999999999998,1.7186,1691,50,0
1993-07-30,1.7165,1.7191999999999998,1.7064,1.7104,1951,50,0
1993-08-02,1.7095,1.7246000000000001,1.7074,1.7122000000000002,3171,50,0
1993-08-03,1.7123,1.726,1.7092,1.7205,2541,50,0
1993-08-04,1.7195,1.7283,1.7195,1.7216,1551,50,0
1993-08-05,1.7210999999999999,1.7267000000000001,1.7181,1.7223000000000002,1601,50,0
1993-08-06,1.7227000000000001,1.7364000000000002,1.72,1.7328999999999999,2261,50,0
1993-08-09,1.7317,1.7368000000000001,1.73,1.7319,1341,50,0
1993-08-10,1.7319,1.7429999999999999,1.7288999999999999,1.7384,2171,50,0
1993-08-11,1.7384,1.7431,1.7355,1.7428,1081,50,0
1993-08-12,1.7422,1.7435,1.7330999999999999,1.7376,1621,50,0
1993-08-13,1.7378,1.7469999999999999,1.736,1.7424,1741,50,0
1993-08-16,1.7435,1.7492999999999999,1.7285,1.7332,3131,50,0
1993-08-17,1.7342,1.7389000000000001,1.7306,1.7356,1521,50,0
1993-08-18,1.7349,1.738,1.7256,1.7288999999999999,1881,50,0
1993-08-19,1.7318,1.7318,1.7204000000000002,1.7227999999999999,1381,50,0
1993-08-20,1.7233,1.725,1.7104,1.7165,2241,50,0
1993-08-23,1.7227000000000001,1.724,1.7122000000000002,1.7191,2001,50,0
1993-08-24,1.7172,1.7245,1.7146,1.7185000000000001,1851,50,0
1993-08-25,1.7191999999999998,1.7226,1.714,1.7213,1511,50,0
1993-08-26,1.7214,1.7301,1.7177,1.725,2121,50,0
1993-08-27,1.7247,1.7308,1.7203,1.7271999999999998,1851,50,0
1993-08-30,1.7271999999999998,1.7287,1.7193,1.722,1361,50,0
1993-08-31,1.721,1.728,1.717,1.7236,1941,50,0
1993-09-01,1.7227999999999999,1.7304,1.7157,1.7186,2521,50,0
1993-09-02,1.7186,1.7250999999999999,1.7165,1.7173,1591,50,0
1993-09-03,1.7175,1.725,1.7157,1.7189,1721,50,0
1993-09-06,1.7237,1.726,1.7179,1.7223000000000002,1481,50,0
1993-09-07,1.7290999999999999,1.7290999999999999,1.7149,1.7204000000000002,1971,50,0
1993-09-08,1.7195,1.7214,1.7132,1.7187000000000001,1561,50,0
1993-09-09,1.7185000000000001,1.7210999999999999,1.7067999999999999,1.7121,2221,50,0
1993-09-10,1.7124000000000001,1.7241,1.7027999999999999,1.7055,3571,50,0
1993-09-13,1.7113,1.7113,1.7036,1.7064,1051,50,0
1993-09-14,1.7057,1.7088,1.6992,1.7034,1691,50,0
1993-09-15,1.7035,1.709,1.7008,1.7054,1451,50,0
1993-09-16,1.7094,1.7114,1.7023000000000001,1.7077,1651,50,0
1993-09-17,1.7073,1.7090999999999998,1.6994,1.7004000000000001,1251,50,0
1993-09-20,1.7004000000000001,1.7067,1.6978,1.7021,1611,50,0
1993-09-21,1.7024,1.7168999999999999,1.6924000000000001,1.6991,4571,50,0
1993-09-22,1.6991,1.7078,1.6958,1.7078,1531,50,0
1993-09-23,1.7082000000000002,1.7118,1.7033,1.7052,1401,50,0
1993-09-24,1.7037,1.7107,1.6989999999999998,1.7052,2191,50,0
1993-09-27,1.7088,1.7116,1.7044000000000001,1.7083,1391,50,0
1993-09-28,1.7078,1.7149,1.7048999999999999,1.7109,1691,50,0
1993-09-29,1.7113,1.7170999999999998,1.7067999999999999,1.7112,2051,50,0
1993-09-30,1.7124000000000001,1.713,1.7048999999999999,1.7059,971,50,0
1993-10-01,1.706,1.7128999999999999,1.7044000000000001,1.7064,1661,50,0
1993-10-04,1.6997,1.7109,1.6966999999999999,1.7104,1771,50,0
1993-10-05,1.7099,1.7144,1.7067,1.7111,1421,50,0
1993-10-06,1.7109,1.7170999999999998,1.7101,1.7170999999999998,781,50,0
1993-10-07,1.7170999999999998,1.7213,1.714,1.7187000000000001,1301,50,0
1993-10-08,1.7183000000000002,1.7204000000000002,1.7104,1.7116,1331,50,0
1993-10-11,1.7088999999999999,1.7191999999999998,1.7088999999999999,1.717,1251,50,0
1993-10-12,1.7162,1.7208999999999999,1.7132,1.7153,1451,50,0
