time,open,high,low,close,tick_volume,spread,real_volume
2007-08-21,0.8352,0.8445,0.8327,0.8362,9708,0,0
2007-08-22,0.836,0.8535,0.8314,0.8532,5769,0,0
2007-08-23,0.8527,0.8669,0.8525,0.8586,6133,0,0
2007-08-24,0.8585,0.8674,0.8545,0.8662,5409,0,0
2007-08-27,0.8721,0.8735,0.8587,0.8594,4519,0,0
2007-08-28,0.8361,0.8373,0.8341,0.8368,217,0,0
2007-08-29,0.8366,0.8526,0.826,0.8454,6246,0,0
2007-08-30,0.8447,0.8511,0.8382,0.8462,5472,0,0
2007-08-31,0.8461,0.8556,0.8414,0.848,5533,0,0
2007-09-03,0.8491,0.8528,0.8464,0.8499,4224,0,0
2007-09-04,0.8496,0.8522,0.8404,0.8433,5749,0,0
2007-09-05,0.8431,0.8443,0.8244,0.828,6191,0,0
2007-09-06,0.8284,0.8359,0.8226,0.8318,5864,0,0
2007-09-07,0.8313,0.8322,0.8146,0.821,4259,0,0
2007-09-10,0.8125,0.8299,0.8088,0.8237,10898,0,0
2007-09-11,0.8243,0.8408,0.8216,0.8402,5535,0,0
2007-09-12,0.8398,0.8479,0.8351,0.8414,5990,0,0
2007-09-13,0.8415,0.8527,0.8374,0.8388,11021,0,0
2007-09-14,0.8387,0.8515,0.8387,0.8484,8092,0,0
2007-09-17,0.8467,0.8489,0.8345,0.8383,9967,0,0
2007-09-18,0.8382,0.8595,0.8309,0.8546,12455,0,0
2007-09-19,0.8543,0.8714,0.8535,0.87,13491,0,0
2007-09-20,0.8699,0.8728,0.8611,0.8681,12941,0,0
2007-09-21,0.8682,0.874,0.8673,0.872,10854,0,0
2007-09-24,0.872,0.8776,0.8692,0.8738,7547,0,0
2007-09-25,0.8737,0.8753,0.8538,0.8675,12575,0,0
2007-09-26,0.8674,0.873,0.8649,0.8698,9600,0,0
2007-09-27,0.8699,0.8841,0.8698,0.8829,11347,0,0
2007-09-28,0.883,0.8874,0.8774,0.8814,12198,0,0
2007-10-01,0.8822,0.8958,0.8818,0.8947,10918,0,0
2007-10-02,0.8946,0.8964,0.8848,0.8894,12409,0,0
2007-10-03,0.8893,0.8965,0.8858,0.8877,11930,0,0
2007-10-04,0.8876,0.8904,0.8839,0.8871,11503,0,0
2007-10-05,0.8872,0.8981,0.8858,0.8961,9303,0,0
2007-10-08,0.8975,0.9053,0.8967,0.9044,5381,0,0
2007-10-09,0.9043,0.9067,0.8999,0.9035,10115,0,0
2007-10-10,0.9034,0.9046,0.8975,0.9019,9743,0,0
2007-10-11,0.902,0.9157,0.9014,0.9117,12979,0,0
2007-10-12,0.9115,0.9202,0.9062,0.9197,12325,0,0
2007-10-15,0.9145,0.9169,0.8954,0.9013,11347,0,0
2007-10-16,0.9012,0.9029,0.8738,0.8834,16467,0,0
2007-10-17,0.8835,0.8914,0.8746,0.884,16670,0,0
2007-10-18,0.8843,0.8875,0.8716,0.8808,13889,0,0
2007-10-19,0.8809,0.8837,0.8698,0.8711,13653,0,0
2007-10-22,0.8642,0.8823,0.8564,0.8805,17696,0,0
2007-10-23,0.8806,0.89,0.8787,0.8874,15090,0,0
2007-10-24,0.8875,0.8911,0.8768,0.8856,16703,0,0
2007-10-25,0.8857,0.8891,0.8806,0.8868,14986,0,0
2007-10-26,0.8867,0.893,0.8859,0.8913,12181,0,0
2007-10-29,0.8941,0.8983,0.8926,0.897,11520,0,0
2007-10-30,0.8969,0.8982,0.8835,0.8869,13989,0,0
2007-10-31,0.887,0.8957,0.8846,0.8947,15556,0,0
2007-11-01,0.8948,0.8964,0.876,0.878,17439,0,0
2007-11-02,0.8779,0.8849,0.8745,0.8825,15459,0,0
2007-11-05,0.8789,0.8899,0.8775,0.8883,13327,0,0
2007-11-06,0.8885,0.8954,0.885,0.8948,12149,0,0
2007-11-07,0.8947,0.8972,0.868,0.8717,19946,0,0
2007-11-08,0.8712,0.8807,0.8662,0.8746,18018,0,0
2007-11-09,0.8745,0.8771,0.8555,0.8571,20221,0,0
2007-11-12,0.8536,0.8566,0.8375,0.8435,18454,0,0
2007-11-13,0.8429,0.8601,0.8422,0.8573,16602,0,0
2007-11-14,0.8574,0.8615,0.8525,0.8542,18145,0,0
2007-11-15,0.8543,0.8586,0.8446,0.8485,15634,0,0
2007-11-16,0.8486,0.8535,0.842,0.8462,16026,0,0
2007-11-19,0.8475,0.8504,0.8358,0.8381,12570,0,0
2007-11-20,0.8383,0.8482,0.8358,0.8433,16645,0,0
2007-11-21,0.8432,0.8444,0.824,0.8273,14999,0,0
2007-11-22,0.8266,0.8346,0.8248,0.828,8914,0,0
2007-11-23,0.8281,0.8375,0.8204,0.8358,13385,0,0
2007-11-26,0.8395,0.8421,0.8202,0.8249,15443,0,0
